"If your store uses a custom attribute for the customer's CPF, select here. Otherwise choose ""Ask for it in the credit card form"".","Se a sua loja usa um atributo de CPF personalizado, selecione aqui. Caso contrário marque ""Pedir junto com os dados de pagamento""."
"Neighborhood Attribute","Atributo Bairro"
"Credit Card Owner Name","Nome do Titular do Cartão"
"Date of birth","Data de nascimento"
"Date of Birth","Data de Nascimento"
"Credit Card Number","Número do Cartão de Crédito"
"Expiration Date","Data de Vencimento"
"Month","Mês"
"Year","Ano"
"Card Verification Number","Código de Segurança"
"Installments","Parcelas"
"Enables debug mode for log requests/responses.","Habilita log nativo para requisições/respostas."
"Credit Card Information","Informações do Cartão"
"Payment refunding error.","Erro ao fazer reembolso."
"Invalid return. Order reference not found.","Retorno inválido. Pedido não encontrado com esta referência."
"Awaiting payment: the buyer initiated the transaction, but so far PagSeguro has not received any payment information.","Aguardando pagamento: o comprador iniciou a transação, mas até o momento o PagSeguro não recebeu nenhuma informação do pagamento."
"Under review: the buyer chose to pay with a credit card and PagSeguro is analyzing the risk of the transaction.","Em Revisão: o cliente optou por pagar com cartão de crédito e o PagSeguro está analisando o risco da transação."
"Pay: the transaction was paid by the buyer and PagSeguro has already received a confirmation of the financial institution responsible for processing.","Pago: a transação foi paga pelo comprador e o PagSeguro já recebeu a confirmação da instituição bancária."
"Available: The transaction has been paid and has reached the end of its has been returned and there is no open dispute","Disponível: a transação foi paga e chegou ao final de seu prazo de liberação sem ter sido retornada e sem que haja nenhuma disputa aberta."
"In dispute: the buyer, within the term of release of the transaction, opened a dispute.","Em disputa: o comprador, dentro do prazo de liberação da transação, abriu uma disputa."
"Returned: The transaction amount was returned to the buyer.","Devolvida: o valor da transação foi devolvido para o comprador."
"Canceled: The transaction was canceled without being finalized.","Cancelada: a transação foi cancelada sem ter sido finalizada. "
"PagSeguro itself denied or canceled the transaction.","O próprio PagSeguro cancelou a transação."
"The transaction was denied or canceled by the bank.", "A transação foi cancelada ou negada pela instituição bancária."
"Invalid status code returned by PagSeguro. (%s)","Código de status retornado pelo PagSeguro é inválido. (%s)"
"The capture action is not available.","A ação de captura não está disponível."
"Do not Report to PagSeguro","Não informar ao PagSeguro"
"Show text only","Mostrar apenas texto"
"Request along with other payment details","Pedir junto aos outros dados de pagamento"
"Request customer along with card details","Pedir junto aos outros dados de cartão"
"Credit Card Owner's Name","Nome do Dono do Cartão"
"Installments","Parcelas"
"sender hash invalid.","Sender Hash inválido."
"items invalid quantity.","Quantidade inválida de itens."
"currency is required.","Moeda é obrigatório."
"sender email is required.","E-mail do comprador obrigatório."
"sender name is required.","Nome do comprador obrigatório."
"sender area code is required.","Código de área do comprador obrigatório."
"sender phone is required.","Telefone do comprador obrigatório."
"shipping address postal code is required.","CEP do comprador obrigatório."
"shipping address street is required.","Endereço de entrega do comprador obrigatório."
"shipping address number is required.","Número do endereço de entrega obrigatório."
"shipping address district is required.","Bairro para entrega obrigatório."
"shipping address city is required.","Cidade de entrega é obrigatório."
"shipping address state is required.","Estado para entrega obrigatório."
"shipping address country is required.","País é obrigatório."
"credit card token is required.","Token do cartão de crédito é obrigatório."
"installment quantity is required.","Número de parcelas é obrigatório."
"installment value is required.","Valor da parcela é obrigatório."
"credit card holder name is required.","Nome do portador do cartão é obrigatório."
"credit card holder cpf is required.","CPF do dono do cartão é obrigatório."
"credit card holder birthdate is required.","Data de Nascimento do dono do cartão é obrigatório."
"credit card holder area code is required.","DDD do dono do cartão é obrigatório."
"credit card holder phone is required.","Telefone do dono do cartão é obrigatório."
"billing address postal code is required.","CEP do endereço de cobrança é obrigatório."
"billing address street is required.","Rua do endereço de cobrança é obrigatório."
"billing address number is required.","Número do endereço de cobrança é obrigatório."
"billing address district is required.","Bairro do endereço de cobrança é obrigatório."
"billing address city is required.","Cidade do endereço de cobrança é obrigatório."
"billing address state is required.","Estado do endereço de cobrança é obrigatório."
"billing address country is required.","País do endereço de cobrança é obrigatório."
"item id is required.","ID do item é obrigatório."
"item description is required.","Descrição do item é obrigatório."
"item quantity is required.","Quantidade do item é obrigatório."
"item amount is required.","Valor do item é obrigatório."
"sender is related to receiver.","Comprador está relacionado com o recebedor."
"payment method unavailable.","Método de pagamento indisponível."
"invalid credit card data.","Dados do cartão inválido."
"sender hash invalid.","Identificação do comprador(hash) inválido."
"credit card brand is not accepted.","Bandeira do cartão não é aceita."
"payment mode invalid value, valid values are default and gateway.","PaymentMode inváido, valores válidos são default e gateway."
"payment method invalid value, valid values are creditCard, boleto e eft.","PaymentMethod inválido, valores válidos são creditCard, boleto e eft"
"shipping cost was provided, shipping address must be complete.","Custo de envio foi fornecido, endereço de envio deve estar completo."
"sender information was provided, email must be provided too.","Informações do comprador foram fornecidas, email também deve ser fornecido."
"credit card holder is incomplete.","Dados do dono do cartão incompletos."
"shipping address information was provided, sender email must be provided too.","Endereço de entrega foi informado, o e-mail do comprador também deve ser fornecido."
"eft bank is required.","Banco para EFT deve ser informado."
"eft bank is not accepted.","Banco não é aceito."
"sender is blocked.","Comprador bloqueado."
"credit card token invalid.","Token de cartão de crédito inválido."
"Credit Card Owner's CPF","CPF do Dono do Cartão"
"Credit Card Number","Número do Cartão"
"Your CPF","Seu CPF"
"Send new order email","Enviar e-mail de novo pedido"
"invalid creditcard brand.","Bandeira do cartão inválida"
"creditcard number with invalid length.","Cartão de crédito com tamanho inválido"
"invalid date format.","Data com formato inválido"
"invalid security field.","Campo de segurança inválido"
"cvv is mandatory.","CVV é obrigatório"
"security field with invalid length.","Código de segurança com tamanho incorreto"
"items invalid quantity.","Quantidade inválida de itens"
"currency is required.","Moeda é obrigatório"
"currency invalid value: %1","Moeda inválida: %1"
"reference invalid length: %1","Referência com tamanho inválido: %1"
"notificationURL invalid length: %1","Tamanho inválido do notificationURL: %1"
"notificationURL invalid value: %1","Valor inválido do notificationURL: %1"
"sender email is required.","Email do comprador é obrigatório"
"sender email invalid length: %1","Tamanho inválido do email do comprador: %1"
"sender email invalid value: %1","Email do comprador incorreto: %1"
"sender name is required.","Nome do comprador é obrigatório"
"sender name invalid length: %1","Nome do comprador com tamanho inválido: %1"
"sender name invalid value: %1","Nome do comprador com valor inválido: %1"
"sender cpf invalid value: %1","CPF do comprador inválido: %1"
"sender area code is required.","Código de área do comprador é obrigatório"
"sender area code invalid value: %1","Código de área do comprador inválido: %1"
"sender phone is required.","Telefone do comprador é obrigatório."
"sender phone invalid value: %1","Telefone do comprador inválido: %1"
"shipping address postal code is required.","CEP de entrega é obrigatório"
"shipping address postal code invalid value: %1","CEP de entrega inválido: %1"
"shipping address street is required.","Endereço de entrega é obrigatório."
"shipping address street invalid length: %1","Endereço de entrega com tamanho inválido: %1"
"shipping address number is required.","Número do endereço de entrega é obrigatório."
"shipping address number invalid length: %1","Número do endereço de entrega com tamanho inválido: %1"
"shipping address complement invalid length: %1","Complemento do endereço de entrega com tamanho inválido: %1"
"shipping address district is required.","Bairro de entrega é obrigatório"
"shipping address district invalid length: %1","Bairro de entrega com tamanho inválido: %1"
"shipping address city is required.","Cidade de entrega é obrigatório."
"shipping address city invalid length: %1","Cidade de entrega com tamanho inválido: %1"
"shipping address state is required.","Estado de entrega é obrigatório."
"shipping address state invalid value: %1","Estado de entrega com valor inválido: %1"
"shipping address country is required.","País de entrega é obrigatório."
"shipping address country invalid length: %1","País de entrega com tamanho inválido: %1"
"credit card token is required.","Token do cartão é obrigatório."
"installment quantity is required.","Quantidade de parcelas é obrigatório."
"installment quantity invalid value: %1","Quantidade de parcelas incorreto: %1"
"installment value is required.","Valor da parcela é obrigatório."
"installment value invalid value: %1","Valor da parcela inválido: %1"
"credit card holder name is required.","Nome do titular do cartão é obrigatório."
"credit card holder name invalid length: %1","Nome do titular do cartão com tamanho inválido: %1"
"credit card holder name invalid value: %1","Nome do titular do cartão incorreto: %1"
"credit card holder cpf is required.","CPF do titular do cartão é obrigatório."
"credit card holder cpf invalid value: %1","CPF do titular do cartão inválido: %1"
"credit card holder birthdate is required.","Data de nascimento do titular do cartão é obrigatório."
"credit card holder birthdate invalid value: %1","Data de nascimento do titular do cartão incorreto: %1"
"credit card holder area code is required.","Código de área do titular do cartão é obrigatório."
"credit card holder area code invalid value: %1","Código de área do titular do cartão inválido: %1"
"credit card holder phone is required.","Telefone do titular do cartão é obrigatório."
"credit card holder phone invalid value: %1","Telefone do titular do cartão inválido: %1"
"billing address postal code is required.","CEP de cobrança é obrigatório."
"billing address postal code invalid value: %1","CEP de cobrança inválido: %1"
"billing address street is required.","Endereço de cobrança é obrigatório."
"billing address street invalid length: %1","Endereço de cobrança com tamanho inválido: %1"
"billing address number is required.","Número do endereço de cobrança é obrigatório."
"billing address number invalid length: %1","Número do endereço de cobrança com tamanho inválido: %1"
"billing address complement invalid length: %1","Complemento do endereço de cobrança com tamanho inválido: %1"
"billing address district is required.","Bairro do endereço de cobrança é obrigatório."
"billing address district invalid length: %1","Bairro do endereço de cobrança com tamanho inválido: %1"
"billing address city is required.","Cidade do endereço de cobrança é obrigatório."
"billing address city invalid length: %1","Cidade do endereço de cobrança com tamanho inválido: %1"
"billing address state is required.","Estado do endereço de cobrança é obrigatório."
"billing address state invalid value: %1","Estado do endereço de cobrança inválido: %1"
"billing address country is required.","País do endereço de cobrança é obrigatório."
"billing address country invalid length: %1","País do endereço de cobrança com tamanho inválido: %1"
"receiver email invalid length: %1","E-mail do vendedor com tamanho inválido: %1"
"receiver email invalid value: %1","E-mail do vendedor inválido: %1"
"item id is required.","Id do item é obrigatório."
"item id invalid length: %1","Id do item possuí tamanho inválido: %1"
"item description is required.","Descrição do item é obrigatório."
"item description invalid length: %1","Descrição do item com tamanho inválido: %1"
"item quantity is required.","Quantidade do item é obrigatório."
"item quantity out of range: %1","Quantidade do item fora do permitido: %1"
"item quantity invalid value: %1","Quantidade do item inválida: %1"
"item amount is required.","Valor do item é obrigatório."
"item amount invalid pattern: %1. Must fit the patern: \\d+.\\d\{2\}","Valor do item deve seguir o padrão: \\d+.\\d\{2\}"
"item amount out of range: %1","Valor do item fora do permitido: %1"
"sender is related to receiver.","O comprador está relacionado ao vendedor."
"invalid receiver: %1, verify receiver's account status and if it is a seller's account.","Vendedor inválido: %1, verifique se a conta do lojista é uma conta de vendedor."
"payment method unavailable.","Método de pagamento não disponível."
"cart total amount out of range: %1","Valor total do carrinho fora do permitido: %1"
"invalid credit card data.","Dados de cartão inválidos."
"sender hash invalid.","Hash de comprador inválido."
"credit card brand is not accepted.","Bandeira de cartão não aceita."
"shipping type invalid pattern: %1","Tipo de frete for do padrão: %1"
"shipping cost invalid pattern: %1","Custo de frete fora dos padrões: %1"
"shipping cost out of range: %1","Custo de frete fora dos limites: %1"
"cart total value is negative: %1","Valor total do carrinho é negativo: %1"
"extra amount invalid pattern: %1. Must fit the patern: -?\\d+.\\d\{2\}","Valor extra incompatível: %1. Deve seguir o padrão: -?\\d+.\\d{2\}"
"payment mode invalid value, valid values are default and gateway.","Modo de pagamento inválido. Valores válidos são: default e gateway."
"payment method invalid value, valid values are creditCard, boleto e eft.","Método de pagamento inválido. Valores aceitos são: creditCard, boleto e eft"
"shipping cost was provided, shipping address must be complete.","Valor de frete foi especificado, endereço de entrega deve estar completo."
"sender information was provided, email must be provided too.","Dados do comprador foram especificados, email deve ser especificado também."
"credit card holder is incomplete.","Nome do titular do cartão está incompleto."
"shipping address information was provided, sender email must be provided too.","Endereço de entrega foi fornecido, e-mail do comprador também deve ser fornecido."
"eft bank is required.","Banco para tef é obrigatório."
"eft bank is not accepted.","Banco não aceito para tef."
"sender born date invalid value: %1","Data de nascimento do comprador inválida: %1"
"sender email invalid domain: %1. You must use an email @sandbox.pagseguro.com.br","Domínio do e-mail do comprador inválido: %1. Você deve usar um e-mail @sandbox.pagseguro.com.br"
"installment quantity out of range: %1. The value must be greater than zero.","Quantidade de parcelas fora do limite: %1. O valor deve ser maior que zero."
"sender is blocked.","Comprador está bloqueado."
"credit card token invalid.","Token de cartão de crédito inválido."
"credit card holder name invalid value: %1","Nome do titular do cartão inválido: %1"
"Continue to Gateway","Continuar no PagSeguro"
"There was a problem processing your request / payment. Please contact us.","Houve um problema ao processar sua requisição / pagamento. Por favor entre em contato conosco."
"There was a problem with PagSeguro communication. Could you try again?","Houve um problema de comunicação com o PagSeguro. Você poderia tentar novamente?"
"Something went wrong when placing the order with PagSeguro. Please try again.","Algo deu errado ao enviar o pedido ao PagSeguro. Por favor, tente novamente."
"Success URL","URL de Sucesso"
"Please select a bank to continue.","Por favor escolha um banco para continuar."
"Public Key has not been defined in the module configuration.","Chave Pública não foi definida nas configurações do módulo."
"Invalid PagSeguro Public Key","Chave Pública PagSeguro inválida"
"Remember to <a href=""//pagseguro.ricardomartins.net.br/sandbox.html"" target=""_blank"">authorize your sandbox</a> account before using this feature.","Lembre-se de <a href=""//pagseguro.ricardomartins.net.br/sandbox.html"" target=""_blank"">autorizar sua conta sandbox</a> antes de usar este recurso."
"In Sandbox mode, the data is sent to the sandbox of PagSeguro. Enable Sandbox access <a href=""http://sandbox.pagseguro.uol.com.br/"" target=""_blank"">here</a> and create a test seller.","No modo sandbox, todas as transações são enviadas para o ambiente de testes do PagSeguro. Habilite e acesse a sandbox <a href=""http://sandbox.pagseguro.uol.com.br/"" target=""_blank"">aqui</a> e crie um vendedor de testes."
"Sandbox Seller Email","E-mail do vendedor de testes"
"If your store uses a custom attribute for the customer's CPF, select here. Otherwise choose ""Request along with the other payment details"".","Se sua loja usa algum atributo personalizado como CPF, selecione este atributo aqui. Caso contrário, selecione ""Pedir junto aos outros dados de pagamento""."
"Create a test seller <a href=""https://sandbox.pagseguro.uol.com.br/aplicacao/configuracoes.html"" target=""_blank"">here</a> or use an existing one.","Crie um vendedor de testes <a href=""https://sandbox.pagseguro.uol.com.br/aplicacao/configuracoes.html"" target=""_blank"">aqui</a> ou use um existente."
"sender email invalid domain: %s. You must use an email @sandbox.pagseguro.com.br","Domínio do e-mail do comprador inválido: %s. Você deve usar um e-mail @sandbox.pagseguro.com.br"
"Remember you must use a buyer email @sandbox.pagseguro.com.br when placing orders in sandbox.","Lembre-se que o e-mail do comprador deve ser @sandbox.pagseguro.com.br quando sandbox estiver ativo."
"Enable Sandbox","Habilitar Sandbox"
"Debited: The transaction amount was returned to the buyer.","Debitado: o valor da transação foi devolvido ao comprador."
"Temporary Retention: The buyer has opened a dispute with the credit card operator and the transaction is now being analysed.","Retenção temporária: O comprador abriu uma solicitação de chargeback junto à operadora do cartão de crédito e agora está em análise."
"sender cpf or sender cnpj is required. / sender cpf or sender cnpj is required.","CPF ou CNPJ do comprador é obrigatório."
